2018-11-14 10:44:00,Superclásico: River sacó a la venta más entradas para la final,Diario ElSol.com.ar Mendoza,Deportes
2018-11-14 08:05:41,Paulo Gazzaniga, el arquero sorpresa de Lionel Scaloni,Clarín.com,Deportes
2018-11-14 09:36:31,Maradona negó haber criticado a Messi, disparó otra vez contra Scaloni y también la ligó Solari,Ambito.com,Deportes
2018-11-13 20:35:46,La causa de la primera tarjeta verde,Olé,Deportes
2018-11-14 02:16:53,Ponzio y Scocco trabajan pensando en la revancha,Nuevo Diario de Santiago del Estero,Deportes
2018-11-14 10:23:17,La Selección, al Mundial: un regreso que se demoró 12 años y estuvo marcado por una lucha,Clarín.com,Deportes
2018-11-14 09:11:33,Copa Libertadores: cómo es la venta del remanente de entradas en River para la final con Boca,canchallena.com,Deportes
2018-11-14 09:38:42,Confirman el pase de Palacios,Olé,Deportes
2018-11-14 08:16:00,El video de Pablo Pérez que hizo estallar de bronca a los hinchas de Boca,TN,Deportes
2018-11-13 00:02:17,Los palos salvaron a Jorge Almirón en su debut en San Lorenzo contra Vélez,TN,Deportes
2018-11-13 22:09:00,Cómo hacer para recuperar un mensaje de Whatsapp eliminado,El Tribuno.com.ar,Ciencia y Tecnologia
2018-11-14 08:08:32,Tres aplicaciones que debés evitar descargar en tu celular,Tiempo de San Juan,Ciencia y Tecnologia
2018-11-13 18:00:23,¿Cómo crear stickers para WhatsApp?,Parentesis,Ciencia y Tecnologia
2018-11-14 07:07:35,Un 'huracán' de materia oscura se aproxima a la Tierra,MDZ Online,Ciencia y Tecnologia
2018-11-13 16:20:47,Review '“ Moto e5 Play: Android Go para potenciar el rendimiento,Zoom Tecnológico Chile (Comunicado de prensa) (blog),Ciencia y Tecnologia
2018-11-14 01:07:09,Fallo en Facebook expuso información de perfil a ladrones de datos,CNET en Español,Ciencia y Tecnologia
2018-11-14 10:40:00,La novedad que trae WhatsApp para agregar contactos,Diario ElSol.com.ar Mendoza,Ciencia y Tecnologia
2018-11-14 08:49:12,Las primeras lluvias en 500 años en Atacama arrasan con sus microbios: ¿es así en Marte?,CNN Chile,Ciencia y Tecnologia
2018-11-12 17:51:34,Proponen cómo sería una versión actual de la mítica Ferrari F40, ¿va o no va?,TN,Ciencia y Tecnologia
2018-11-14 01:11:05,¿Por qué se calientan los teléfonos Android?,TyN Magazine,Ciencia y Tecnologia
2018-11-23 20:52:58,El Decano pica en punta,Olé,Deportes
2018-11-13 20:33:51,Shell baja 2,7% la nafta desde mañana y el Gobierno cree que ya se alcanzó un precio de equilibrio,LA NACION (Argentina.),Economia
2018-11-14 04:18:50,Las 8 razones que hicieron subir un dólar que el mercado ya ve más cerca de la banda superior,Infobae.com,Economia
2018-11-13 21:27:55,Inteligencia artificial: cómo afectará la cuarta revolución a empresas y trabajadores argentinos,Ambito.com,Economia
2018-11-13 20:14:35,Las expectativas económicas siguen en retroceso,Minutouno.com,Economia
2018-11-14 06:13:33,Importante avance para la producción de litio en Jujuy,MDZ Online,Economia
2018-11-14 06:10:12,La utilización de la capacidad instalada de la industria bajó a 61,1% en septiembre,El Liberal Digital,Economia
2018-11-13 07:15:53,Crece la dependencia brasileña de las exportaciones hacia China,El Cronista,Economia
2018-11-13 01:34:57,Más estaciones de servicio no aceptan tarjeta de crédito por lo que les cobran las emisoras,LA NACION (Argentina.),Economia
2018-11-14 09:22:37,Con menos pesos en circulación, crece el uso del dinero electrónico,ChacoHoy (Comunicado de prensa),Economia
2018-11-13 06:22:12,Al menos en YPF no habría más subas de combustible este año,El Liberal Digital,Economia
2018-11-14 07:11:37,La palabra clave que salvó a una niña en Estados Unidos de ser raptada por un hombre,Infobae.com,Internacional
2018-11-13 19:44:31,Abogada acribillada en Paraguay: buscan a los protagonistas de una misteriosa reunión previa al crimen,Clarín.com,Internacional
2018-11-13 12:25:45,Divorcio en malos términos: Trump ridiculiza a Macron y le pide que haga a Francia "grande de nuevo",LA NACION (Argentina.),Internacional
2018-11-14 10:06:40,Nada nuevo: Corficolombiana sobre el testimonio de Pizano,Dinero.com,Internacional
2018-11-14 07:47:24,Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20,Infobae.com,Internacional
2018-11-14 00:20:10,En medio del juicio del Chapo las dudas sobre el poder real y el liderazgo del cártel de Sinaloa crecen,Infobae.com,Internacional
2018-11-14 10:26:39,Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza,Clarín.com,Internacional
2018-11-14 08:38:00,VIDEO: Un joven sirio ejecutó 'por honor' a su hermana y conmociona al mundo,El Tribuno.com.ar,Internacional
2018-11-13 16:13:22,CNN demanda a Trump por revocar la credencial de su periodista,Perfil.com,Internacional
2018-11-14 10:26:21,Quién es Avigdor Lieberman, el renunciante ministro de Defensa de Israel,Clarín.com,Internacional
2018-11-14 11:00:41,Se cayó la página de la venta de entradas para la Superfinal: el enojo de los hinchas de River,TN,Deportes
2018-11-14 08:16:00,El video de Pablo Pérez que hizo estallar de bronca a los hinchas de Boca,TN,Deportes
2018-11-14 08:05:41,Paulo Gazzaniga, el arquero sorpresa de Lionel Scaloni,Clarín.com,Deportes
2018-11-14 07:12:22,Si Messi no vuelve estamos al horno y el detalle jamás contado de Sudáfrica 2010: las mejores frases de Maradona,Infobae.com,Deportes
2018-11-14 09:36:31,Maradona negó haber criticado a Messi, disparó otra vez contra Scaloni y también la ligó Solari,Ambito.com,Deportes
2018-11-13 20:35:46,La causa de la primera tarjeta verde,Olé,Deportes
2018-11-14 12:52:12,En España dan por hecho el pase de Palacios a Real Madrid: se iría en enero por más de 20 millones de euros,LA NACION (Argentina.),Deportes
2018-11-14 10:23:17,La Selección, al Mundial: un regreso que se demoró 12 años y estuvo marcado por una lucha,Clarín.com,Deportes
2018-11-14 12:53:14,Se desubicó: Pico Mónaco y un comentario sexual que avergonzó a sus compañeros,La Voz del Interior,Deportes
2018-11-14 09:57:18,¿Bianchi se copa? ¡El mensaje que ilusiona a los hinchas de Boca!,TyC Sports,Deportes
2018-11-13 16:57:21,El truco de WhatsApp para saber qué decía un mensaje eliminado,Misiones OnLine,Ciencia y Tecnologia
2018-11-14 07:07:35,Un 'huracán' de materia oscura se aproxima a la Tierra,MDZ Online,Ciencia y Tecnologia
2018-11-14 10:40:00,La novedad que trae WhatsApp para agregar contactos,Diario ElSol.com.ar Mendoza,Ciencia y Tecnologia
2018-11-13 18:00:23,¿Cómo crear stickers para WhatsApp?,Parentesis,Ciencia y Tecnologia
2018-11-13 16:20:47,Review '“ Moto e5 Play: Android Go para potenciar el rendimiento,Zoom Tecnológico Chile (Comunicado de prensa) (blog),Ciencia y Tecnologia
2018-11-14 08:08:32,Tres aplicaciones que debés evitar descargar en tu celular,Tiempo de San Juan,Ciencia y Tecnologia
2018-11-14 12:02:20,The Game Awards 2018 | Conoce a los 6 títulos nominados para "Juego del Año",RPP,Ciencia y Tecnologia
2018-11-14 12:34:00,Qué te gusta y quiénes son tus amigos: la información revelada por un nuevo fallo de Facebook,El Observador,Ciencia y Tecnologia
2018-11-14 11:47:37,Primeras lluvias en 500 años en el Desierto de Atacama provocan devastación de especies microbianas,elciudadano.com,Ciencia y Tecnologia
2018-11-14 11:30:27,Los misterios del cráter Chicxulub, el sitio en México donde los científicos creen que comenzó el fin de los dinosaurios,Publimetro Chile,Ciencia y Tecnologia
2018-11-14 11:42:30,El dólar saltó 24 centavos y volvió a romper la barrera de los $37,San Juan 8,Economia
2018-11-13 20:33:51,Shell baja 2,7% la nafta desde mañana y el Gobierno cree que ya se alcanzó un precio de equilibrio,LA NACION (Argentina.),Economia
2018-11-13 21:27:55,Inteligencia artificial: cómo afectará la cuarta revolución a empresas y trabajadores argentinos,Ambito.com,Economia
2018-11-14 11:55:13,La bolsa porteña rebota y sube un 1,6% impulsada por acciones del sector financiero,Ambito.com,Economia
2018-11-14 01:03:00,Se inició la operación del proyecto Cauchari Olaroz,El Tribuno.com.ar,Economia
2018-11-13 14:45:10,Por problemas de rentabilidad, cada vez más estaciones de servicio no aceptan tarjeta de crédito,iprofesional.com,Economia
2018-11-14 06:10:12,La utilización de la capacidad instalada de la industria bajó a 61,1% en septiembre,El Liberal Digital,Economia
2018-11-14 12:15:30,Sorpresa: una petrolera bajó el precio de sus combustibles por la caída del crudo y del dólar,iprofesional.com,Economia
2018-11-14 09:58:39,Las expectativas económicas cayeron en octubre,Clarín.com,Economia
2018-11-14 09:22:37,Con menos pesos en circulación, crece el uso del dinero electrónico,ChacoHoy (Comunicado de prensa),Economia
2018-11-14 00:20:10,En medio del juicio del Chapo las dudas sobre el poder real y el liderazgo del cártel de Sinaloa crecen,Infobae.com,Internacional
2018-11-13 17:26:41,La chica de 11 años que evitó ser secuestrada gracias a una palabra clave,LA NACION (Argentina.),Internacional
2018-11-14 10:39:13,Odebrecht: conmoción en Colombia por la muerte de un testigo clave y de su hijo envenenado,Ambito.com,Internacional
2018-11-14 11:26:14,Diez disparos y ninguna pista: los detalles del crimen de la abogada argentina que defendía a narcos en Paraguay,Ambito.com,Internacional
2018-11-14 12:07:29,Murió de vacaciones en Italia, la aerolínea perdió los papeles y su cuerpo está varado en Ezeiza,Clarín.com,Internacional
2018-11-14 09:24:31,Qué calles estarán cortadas y cómo funcionarán los aeropuertos durante la cumbre del G20,Infobae.com,Internacional
2018-11-14 12:04:45,Tensión entre Trump y Macron,Diario Uno,Internacional
2018-11-14 12:13:34,Brexit: 10 claves para entender qué pasa con el Reino Unido y la Unión Europea,Clarín.com,Internacional
2018-11-13 10:35:44,El video que indigna al mundo: fusila a su hermana con un AK-47 por haber sido violada,Clarín.com,Internacional
